"DocType:","Generic Drug Name","","","","","","","","","","","","~","Generic Drug Formula Link","preparation","~","Generic Drug Route","route","~","Generic Drug UOM","drug_uom","","~","Generic Name Formulation","generic_name_formulation","","","","","","","","","","","~","Age Weight Band Details","ageweight_band","","","","","","","","","","","","","","","","","~","GCH Standard Guideline Detail","gch_standard_treatment_guideline_detail","","","","","","","~","GCH Standard Guideline Detail","diagnosis","","","","","",""
"Column Labels:","ID","Code","Generic Name","Main Category","Classification","Sub Classification","Is Triage Medication","Is Controlled Drug","Is High Alert","Emergency Medication","Kranium Code","Kranium Name","","ID","Generic Drug Formula","","ID","Drug Route","","ID","Preparation","UOM","","ID","Route","Preparation","Min Dose","Max Dose","UOM","Absolute Max","Frequency","Period Type","Min Duration","Max Duration","Label","","ID","Route","Preparation","A. Operation","Age","Type","W/A. Operation","W. Operation","Min Dose","Max Dose","UOM","Weight","Absolute Max","Frequency","Period","Min Duration","Max Duration","Label","","ID","Formula","Generic Drug Name","Medical code","Diagnosis","Code","Generic Drug","Description","","ID","Formula","Generic Drug Name","Medical code","Diagnosis","Code","Generic Drug","Description"
"Column Name:","name","code","generic_name","main_category","classification","sub_classification","is_triage_medication","is_controlled_drug","is_high_alert","emergency_medication","kranium_code","kranium_name","~","name","generic_drug_formula","~","name","drug_route","~","name","preparation","uom","~","name","route","preparation","minimum_dose","maximum_dose","uom","absolute_maximum","frequency","period_type","min_duration","max_duration","label","~","name","route","preparation","a_operation","age","type","wa_operation","w_operation","min_dose","max_dose","uom","weight","absolute_max","frequency","period","min_duration","max_duration","label","~","name","treatment_option","generic_drug_name","medical_code","standard_treatment","code","generic_drug","description","~","name","treatment_option","generic_drug_name","medical_code","standard_treatment","code","generic_drug","description"
"Mandatory:","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","","Yes","Yes","","Yes","Yes","","Yes","No","No","","Yes","No","No","No","No","No","No","No","No","No","No","No","","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","","Yes","Yes","No","No","No","No","No","No","","Yes","Yes","No","No","No","No","No","No"
"Type:","Data","Link","Data","Link","Select","Select","Check","Check","Check","Check","Data","Data","","Data","Link","","Data","Link","","Data","Link","Link","","Data","Link","Link","Float","Float","Link","Float","Int","Select","Int","Int","Data","","Data","Link","Link","Select","Data","Select","Select","Select","Data","Data","Link","Data","Data","Int","Select","Int","Int","Data","","Data","Link","Data","Link","Link","Data","Link","Data","","Data","Link","Data","Link","Link","Data","Link","Data"
"Info:","","Valid Medical Code","","Valid Generic Main Category","","","0 or 1","0 or 1","0 or 1","0 or 1","","","","","Valid Drug Formula","","","Valid Drug Route","","","Valid Drug Formula","Valid UOM","","","Valid Drug Route","Valid Drug Formula","","","Valid UOM","","Integer","One of: Hours, Days, Weeks","Integer","Integer","","","","Valid Drug Route","Valid Drug Formula","One of: Equal to, Less than, Less than or equal to, Greater than, Greater than or equal to","","One of: Days, Weeks, Months, Years","One of: Or, And","One of: Equal to, Less than, Less than or equal to, Greater than, Greater than or equal to","","","Valid UOM","","","Integer","One of: Day, Week, Month, Year","Integer","Integer","","","","Valid Drug Formula","","Valid Medical Code","Valid GCH Standard Treatment Guideline","","Valid Generic Drug Name","","","","Valid Drug Formula","","Valid Medical Code","Valid GCH Standard Treatment Guideline","","Valid Generic Drug Name",""
"Start entering data below this line"
"","""ATC C02CA01 - prazosin""","ATC C02CA01","prazosin","UploadData","UploadData","",0,0,0,0,"GEN0648","Prazosin","","""7309302a2f""","UploadData","","""a4cca0f8da""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC S01BC09 - pranoprofen""","ATC S01BC09","pranoprofen","UploadData","UploadData","",0,0,0,0,"GEN0646","Pranoprofen","","""1e69fca886""","UploadData","","""4cf8eab5e0""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC V03AB04 - pralidoxime""","ATC V03AB04","pralidoxime","UploadData","UploadData","",0,0,0,0,"GEN0645","Pralidoxime","","""ecae2e2e3d""","UploadData","","""4b7b9daa03""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC D08AG02 - povidone-iodine""","ATC D08AG02","povidone-iodine","UploadData","UploadData","",0,0,0,0,"GEN0643","Povidone-iodine","","""6f1074425f""","UploadData","","""8acd52b1b8""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC A12BA02 - potassium citrate""","ATC A12BA02","potassium citrate","UploadData","UploadData","",0,0,0,0,"GEN0642","Potassium citrate","","""58f5d3c48b""","UploadData","","""f5bac91b6f""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC A12BA01 - potassium chloride""","ATC A12BA01","potassium chloride","UploadData","UploadData","",0,0,0,0,"GEN0641","Potassium chloride","","""c7dd4df3f3""","UploadData","","""a842ec56a4""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC A12B - POTASSIUM""","ATC A12B","POTASSIUM","UploadData","UploadData","",0,0,0,0,"GEN0640","Potassium","","""b1e84b2239""","UploadData","","""7b2417a622""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC D06BB04 - podophyllotoxin""","ATC D06BB04","podophyllotoxin","UploadData","UploadData","",0,0,0,0,"GEN0635","Podophyllotoxin","","""d8ef97fc3a""","UploadData","","""b488e788df""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC M01AC01 - piroxicam""","ATC M01AC01","piroxicam","UploadData","UploadData","",0,0,0,0,"GEN0632","Piroxicam","","""c0cc382dfa""","UploadData","","""5acb896251""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC N06BX03 - piracetam""","ATC N06BX03","piracetam","UploadData","UploadData","",0,0,0,0,"GEN0631","Piracetam","","""33405dc2a8""","UploadData","","""bfe8431e13""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC A10BG03 - pioglitazone""","ATC A10BG03","pioglitazone","UploadData","UploadData","",0,0,0,0,"GEN0629","Pioglitazone","","""fb0cad9d10""","UploadData","","""f1375d6f91""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC N03AB02 - phenytoin""","ATC N03AB02","phenytoin","UploadData","UploadData","",0,0,0,0,"GEN0625","Phenytoin","","""2d7a38fe86""","UploadData","","""5d56ef83a2""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC J01CE02 - phenoxymethylpenicillin""","ATC J01CE02","phenoxymethylpenicillin","UploadData","UploadData","",0,0,0,0,"GEN0624","Phenoxymethylpenicillin","","""1df43c9f4c""","UploadData","","""77b726b2b0""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC C04AX02 - phenoxybenzamine""","ATC C04AX02","phenoxybenzamine","UploadData","UploadData","",0,0,0,0,"GEN0623","Phenoxybenzamine","","""6fe121c357""","UploadData","","""96e44fb881""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC N02AB02 - pethidine""","ATC N02AB02","pethidine","UploadData","UploadData","",0,0,0,0,"GEN0619","Pethidine","","""0449d02490""","UploadData","","""9975df77f0""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC C09AA04 - perindopril""","ATC C09AA04","perindopril","UploadData","UploadData","",0,0,0,0,"GEN0617","Perindopril","","""099e349a44""","UploadData","","""ed405b4916""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC M01CC01 - penicillamine""","ATC M01CC01","penicillamine","UploadData","UploadData","",0,0,0,0,"GEN0615","Penicillamine","","""bfcc874689""","UploadData","","""05c4184a39""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC J01MA03 - pefloxacin""","ATC J01MA03","pefloxacin","UploadData","UploadData","",0,0,0,0,"GEN0614","Pefloxacin","","""4d86227595""","UploadData","","""531a0a36c8""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC M03AC01 - pancuronium""","ATC M03AC01","pancuronium","UploadData","UploadData","",0,0,0,0,"GEN0604","Pancuronium","","""5a9674cd1b""","UploadData","","""0f028eb062""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC H01BB02 - oxytocin""","ATC H01BB02","oxytocin","UploadData","UploadData","",0,0,0,0,"GEN0602","Oxytocin","","""337e3c0ef0""","UploadData","","""8e73efde92""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC A14AA05 - oxymetholone""","ATC A14AA05","oxymetholone","UploadData","UploadData","",0,0,0,0,"GEN0600","Oxymetholone","","""380ea36309""","UploadData","","""42d1a84f5f""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC G04BD04 - oxybutynin""","ATC G04BD04","oxybutynin","UploadData","UploadData","",0,0,0,0,"GEN0598","Oxybutynin","","""c1ebb17de9""","UploadData","","""7f811bd05a""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC N03AF02 - oxcarbazepine""","ATC N03AF02","oxcarbazepine","UploadData","UploadData","",0,0,0,0,"GEN0597","Oxcarbazepine","","""92915c771b""","UploadData","","""543be3980b""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC J05AH02 - oseltamivir""","ATC J05AH02","oseltamivir","UploadData","UploadData","",0,0,0,0,"GEN0595","Oseltamivir","","""53bd4b085d""","UploadData","","""029daf02d8""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC G01AF06 - ornidazole""","ATC G01AF06","ornidazole","UploadData","UploadData","",0,0,0,0,"GEN0592","Ornidazole","","""cf3751cdae""","UploadData","","""e31b8a5e4d""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC A04AA01 - ondansetron""","ATC A04AA01","ondansetron","UploadData","UploadData","",0,0,0,0,"GEN0591","Ondansetron","","""1bd1589cd2""","UploadData","","""74271c89f6""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC A02BC01 - omeprazole""","ATC A02BC01","omeprazole","UploadData","UploadData","",0,0,0,0,"GEN0590","Omeprazole","","""acbab0fc90""","UploadData","","""9ecf367c05""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC R01AC08 - olopatadine""","ATC R01AC08","olopatadine","UploadData","UploadData","",0,0,0,0,"GEN0589","Olopatadine","","""fb5ee0fce9""","UploadData","","""63c9e4d64e""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC N05AH03 - olanzapine""","ATC N05AH03","olanzapine","UploadData","UploadData","",0,0,0,0,"GEN0587","Olanzapine","","""837a7a4cb4""","UploadData","","""552eab0ddb""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC J01MA01 - ofloxacin""","ATC J01MA01","ofloxacin","UploadData","UploadData","",0,0,0,0,"GEN0586","Ofloxacin","","""9f7c196d59""","UploadData","","""73f0e4dabe""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC H01CB02 - octreotide""","ATC H01CB02","octreotide","UploadData","UploadData","",0,0,0,0,"GEN0582","Octreotide","","""c8226e7724""","UploadData","","""341a99df8e""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC A07AA02 - nystatin""","ATC A07AA02","nystatin","UploadData","UploadData","",0,0,0,0,"GEN0578","Nystatin","","""76eab6be39""","UploadData","","""416f973182""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC J01MA06 - norfloxacin""","ATC J01MA06","norfloxacin","UploadData","UploadData","",0,0,0,0,"GEN0576","Norfloxacin","","""a0e43c1fd5""","UploadData","","""40eba20f6c""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC G03AC01 - norethisterone""","ATC G03AC01","norethisterone","UploadData","UploadData","",0,0,0,0,"GEN0575","Norethisterone","","""c31d95402b""","UploadData","","""ee3f602b4a""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC J01XE01 - nitrofurantoin""","ATC J01XE01","nitrofurantoin","UploadData","UploadData","",0,0,0,0,"GEN0573","Nitrofurantoin","","""41b2c0b88a""","UploadData","","""bba84e3fd9""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC P01AX11 - nitazoxanide""","ATC P01AX11","nitazoxanide","UploadData","UploadData","",0,0,0,0,"GEN0572","Nitazoxanide","","""7463ed383f""","UploadData","","""193bf48825""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC A07AX03 - nifuroxazide""","ATC A07AX03","nifuroxazide","UploadData","UploadData","",0,0,0,0,"GEN0571","Nifuroxazide","","""66db186d15""","UploadData","","""7cd5c3284b""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC C08CA05 - nifedipine""","ATC C08CA05","nifedipine","UploadData","UploadData","",0,0,0,0,"GEN0569","NIFEdipine","","""1cdb95e438""","UploadData","","""457794d70b""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC N07AA01 - neostigmine""","ATC N07AA01","neostigmine","UploadData","UploadData","",0,0,0,0,"GEN0568","Neostigmine","","""f264fc5197""","UploadData","","""3f8af0894b""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC J05AE04 - nelfinavir""","ATC J05AE04","nelfinavir","UploadData","UploadData","",0,0,0,0,"GEN0565","Nelfinavir","","""5982670528""","UploadData","","""0d96dec2da""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC C07AB12 - nebivolol""","ATC C07AB12","nebivolol","UploadData","UploadData","",0,0,0,0,"GEN0563","Nebivolol","","""2268bc60f0""","UploadData","","""400098b24e""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC G02CC02 - naproxen""","ATC G02CC02","naproxen","UploadData","UploadData","",0,0,0,0,"GEN0562","Naproxen","","""6b26bc07d4""","UploadData","","""3d17d1a8df""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC R01AA08 - naphazoline""","ATC R01AA08","naphazoline","UploadData","UploadData","",0,0,0,0,"GEN0561","Naphazoline","","""74676b28e9""","UploadData","","""fb440534ec""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC A06AH04 - naloxone""","ATC A06AH04","naloxone","UploadData","UploadData","",0,0,0,0,"GEN0560","Naloxone","","""6e28d48947""","UploadData","","""f8b0c2d901""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC J01MB02 - nalidixic acid""","ATC J01MB02","nalidixic acid","UploadData","UploadData","",0,0,0,0,"GEN0559","Nalidixic Acid","","""d07bbac2a8""","UploadData","","""a458a96dec""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC D10AF05 - nadifloxacin""","ATC D10AF05","nadifloxacin","UploadData","UploadData","",0,0,0,0,"GEN0558","Nadifloxacin","","""a7ccb2736f""","UploadData","","""fd9e578573""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC D06AX09 - mupirocin""","ATC D06AX09","mupirocin","UploadData","UploadData","",0,0,0,0,"GEN0555","Mupirocin","","""319bb3fb1f""","UploadData","","""58b6b69ae6""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC J01MA14 - moxifloxacin""","ATC J01MA14","moxifloxacin","UploadData","UploadData","",0,0,0,0,"GEN0549","Moxifloxacin","","""d6c1ea821c""","UploadData","","""dacb528451""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC A03FA09 - mosapride""","ATC A03FA09","mosapride","UploadData","UploadData","",0,0,0,0,"GEN0547","Mosapride","","""f5577a1556""","UploadData","","""558c43f2af""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
